target,timestamp,time
"http://curiosiphi:3001/watDiv_100",51328,306
"http://curiosiphi:3000/watDiv_100",51527,508
"http://curiosiphi:3001/watDiv_100",51631,305
"http://curiosiphi:3000/watDiv_100",51723,506
"http://curiosiphi:3001/watDiv_100",51839,308
"http://curiosiphi:3002/watDiv_100",51840,308
"http://curiosiphi:3002/watDiv_100",52033,308
"http://curiosiphi:3001/watDiv_100",52152,308
"http://curiosiphi:3002/watDiv_100",52153,307
"http://curiosiphi:3000/watDiv_100",52233,506
"http://curiosiphi:3000/watDiv_100",52544,507
"http://curiosiphi:3002/watDiv_100",52545,309
"http://curiosiphi:3002/watDiv_100",52546,308
"http://curiosiphi:3002/watDiv_100",52549,308
"http://curiosiphi:3001/watDiv_100",52862,308
"http://curiosiphi:3001/watDiv_100",52865,305
"http://curiosiphi:3002/watDiv_100",52866,308
"http://curiosiphi:3002/watDiv_100",52867,308
"http://curiosiphi:3002/watDiv_100",53179,305
"http://curiosiphi:3002/watDiv_100",53180,308
"http://curiosiphi:3000/watDiv_100",53377,507
"http://curiosiphi:3000/watDiv_100",53377,504
"http://curiosiphi:3002/watDiv_100",53686,307
"http://curiosiphi:3002/watDiv_100",53687,307
"http://curiosiphi:3000/watDiv_100",53886,508
"http://curiosiphi:3000/watDiv_100",53888,505
"http://curiosiphi:3001/watDiv_100",54199,308
"http://curiosiphi:3002/watDiv_100",54200,307
"http://curiosiphi:3001/watDiv_100",54200,308
"http://curiosiphi:3000/watDiv_100",54399,506
"http://curiosiphi:3001/watDiv_100",54511,307
